drug_name,gene_name
NORTRIPTYLINE,CYP2D6
ETOPOSIDE,ABCC1
ATENOLOL,TGFB1
XANTHOANGELOL,MAPT
CHEMBL:CHEMBL1402376,MAPT
THIMEROSAL,NR1H4
BENOXAPROFEN,ALOX12
CP-547632,KDR
TRIMIPRAMINE,HTR1A
FR139317,EDNRA
NERATINIB MALEATE,ERBB2
METHAMPHETAMINE,MAOB
PHENMETRAZINE HYDROCHLORIDE,SLC6A3
ALPELISIB,MTOR
SIMENEPAG ISOPROPYL,PTGER2
BRIGATINIB,ALK
ENZALUTAMIDE,CYP17A1
VINBLASTINE,NF1
LAPATINIB,NRG1
TEMUTERKIB,MAPK3
METHDILAZINE HYDROCHLORIDE,HRH1
OLOPATADINE,HRH1
VORINOSTAT,HDAC3
LOSARTAN POTASSIUM,AGTR1
PHENINDIONE,VKORC1
FENOFIBRATE MICRONIZED,PPARA
FONDAPARINUX,SERPINC1
INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,INSR
NINGETINIB,MERTK
METYROSINE,TH
RISPERIDONE,HTR2C
CHLORPROTHIXENE,HTR2C
TRIMIPRAMINE MALEATE,HTR2A
DROSPIRENONE,NR3C2
CLOCORTOLONE,NR3C1
HALOBETASOL,NR3C1
CORTISONE ACETATE,NR3C1
EFAVIRENZ,ERVW-4
ASN007,MAPK3
CHENODEOXYCHOLIC ACID,NR1H4
APRUTUMAB IXADOTIN,TUBA4A
PAMIDRONATE DISODIUM,FDPS
MEMANTINE HYDROCHLORIDE,GRIN2B
METHOXAMINE HYDROCHLORIDE,ADRA1A
NEPAFENAC,PTGS2
NAPROXEN SODIUM,PTGS2
NAPROXEN SODIUM,PTGS2
PARGYLINE HYDROCHLORIDE,MAOB
MECAMYLAMINE HYDROCHLORIDE,CHRNA3
ALBUTEROL SULFATE,ADRB2
PROPRANOLOL HYDROCHLORIDE,ADRB2
KO-947,MAPK3
LOMITAPIDE MESYLATE,P4HB
CARFILZOMIB,PSMB9
BOSUTINIB,BCR
ETRETINATE,RXRA
ETRETINATE,RXRG
TALBUTAL,GABRA3
LORAZEPAM,GABRA3
CHLORAMPHENICOL,RPSA
INTERFERON ALFACON-1,IFNAR1
INFIGRATINIB PHOSPHATE,FGFR2
QUINIDINE GLUCONATE,SCN8A
ORPHENADRINE CITRATE,SCN8A
PROCAINAMIDE HYDROCHLORIDE,SCN8A
LIDOCAINE,SCN7A
LIDOCAINE HYDROCHLORIDE,SCN2A
LOXAPINE HYDROCHLORIDE,DRD4
ZIPRASIDONE,DRD2
ZIPRASIDONE,DRD2
GUANIDINE HYDROCHLORIDE,KCNA1
GUANIDINE HYDROCHLORIDE,KCNS3
PANOBINOSTAT LACTATE,HDAC3
PANOBINOSTAT LACTATE,HDAC1
NIVOLUMAB,PDCD1
BREXPIPRAZOLE,HTR1A
OSIMERTINIB MESYLATE,EGFR
ENMD-981693,BLK
ENMD-981693,PDGFRB
CHF4227,ESR1
EBDAROKIMAB,IL12B
ILORASERTIB,PDGFRA
ILORASERTIB,BLK
ARQ-736,RAF1
AZD6703,MAPK14
AMIVANTAMAB-VMJW,EGFR
AZD5438,CDK17
CC-115,MTOR
CC-115,PRKDC
AZD-8330,MAP2K2
MK-8033,MET
M-2698,AKT1
PANULISIB,MTOR
PANULISIB,PIK3CA
VS-5584,MTOR
WX-037,PIK3R1
VS-5584,PIK3CB
IRAMPANEL,GRIA4
IRAMPANEL,SCN7A
IRAMPANEL,SCN9A
BRILANESTRANT,ESR1
LY2245461,ESR1
AZD8108,GRIN2B
AFIMOXIFENE,ESR1
MBX-2044,PPARG
PEFICITINIB,TYK2
AZD-4547,FGFR1
KD7040,NOS2
AZD-4547,FGFR2
MK-2461,MET
AMUVATINIB,MET
SONOLISIB,PIK3CG
SONOLISIB,PIK3CB
TAMATINIB,SYK
LY377604,ADRB2
ETILEVODOPA,DRD3
CENICRIVIROC,CCR2
LY2828360,CNR2
"UK-432,097",ADORA2A
ATAGABALIN,CACNA1S
ATAGABALIN,CACNG4
RIBOCICLIB,CDK4
RIBOCICLIB,CDK6
NERATINIB,EGFR
ENTINOSTAT,HDAC1
FIRATEGRAST,ITGB1
OMARIGLIPTIN,DPP4
NAPROXEN ETEMESIL,PTGS1
DENUFOSOL TETRASODIUM,P2RY2
ATACICEPT,TNFSF13
ROBATUMUMAB,IGF1R
FASINUMAB,NGF
ANTRAFENINE,PTGDS
CARBENOXOLONE,HSD11B1
DIHYDROTACHYSTEROL,VDR
DICHLOROBENZYL ALCOHOL,SCN7A
DICHLOROBENZYL ALCOHOL,SCN2A
ANTITHROMBIN ALFA,F2
SIFALIMUMAB,IFNA2
AMG-729,CD19
PF-03475952,CD44
INDATUXIMAB RAVTANSINE,SDC1
DORLIMOMAB ARITOX,RPL6
CENEGERMIN-BKBJ,NTRK2
ERDAFITINIB,FGFR2
ERDAFITINIB,FGFR3
MOXETUMOMAB PASUDOTOX,EEF2
NIRAPARIB TOSYLATE,PARP1
TRIFAROTENE,RARG
ABEQUOLIXRON,NR1H2
FAM-TRASTUZUMAB DERUXTECAN-NXKI,ERBB2
RUPATADINE,PTAFR
BLONANSERIN,DRD2
BLONANSERIN,HTR2A
RUPATADINE,HRH1
OBICETRAPIB,CETP
DELGOCITINIB,JAK1
DIROXIMEL FUMARATE,KEAP1
DELGOCITINIB,TYK2
BREXUCABTAGENE AUTOLEUCEL,CD19
CYCLOHEXIMIDE,RPS27
SUGEMALIMAB,CD274
LANATOSIDE C,ATP1A3
AZD-1656,GCK
ETOKIMAB,IL33
PF-232798,CCR5
AMDOXOVIR,ERVW-4
CAMIZESTRANT,ESR1
QUISINOSTAT,HDAC3
APX-3330,APEX1
EVATANEPAG,PTGER2
IDASANUTLIN,TP53
RIPASUDIL,ROCK1
GIREDESTRANT,ESR1
SEPETAPROST,PTGER3
REBIMASTAT,MMP9
NIROGACESTAT,APH1B
NIROGACESTAT,PSEN2
CLESACOSTAT,ACACB
GEPIRONE,HTR1A
ATECEGATRAN METOXIL,F2
ASCIMINIB HYDROCHLORIDE,ABL1
VONICOG ALFA,VWF
SERALUTINIB,PDGFRB
ENMD-2076,FGFR1
RIDAFOROLIMUS,MTOR
XL765,PIK3CA
PAZOPANIB,PDGFRA
GTS-21,CHRNA7
PI3K/MTOR KINASE INHIBITOR PF-04691502,PIK3CA
ZSTK474,PIK3CA
ZSTK474,PIK3CD
PILARALISIB,PIK3CD
VANDETANIB,RET
FLUORANTHENE,NFE2L2
NADROPARIN CALCIUM,SERPINC1
SB-415286,FEN1
PLASMINOGEN,FGG
LUTEOLIN,CYBB
ENSIFENTRINE,PDE4B
ESTRAMUSTINE,KAT2A
CHEMBL:CHEMBL586000,MAPT
TIAPROFENIC ACID,BRCA1
URB597,FAAH
CHEMBL:CHEMBL592124,VDR
TACRINE,CYP1A2
HOMIDIUM BROMIDE,TP53
PHENAZINE-1-CARBOXYLIC ACID,NFE2L2
PLOCABULIN,TUBA4A
GINSENOSIDE RH1,SIRT1
TRITIOZINE,PLK1
ERYTHROSINE,KAT2A
CHEMBL:CHEMBL579550,TP53
ALTISSIMACOUMARIN D,SIRT1
QUINALIZARIN,HPGD
CHEMBL:CHEMBL70582,SMN2
LUTEOLIN,TYR
DYCLONINE,GMNN
PURPUROGALLIN,CASP6
2-AMINOANTHRACENE,NFE2L2
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",EHMT2
THIOPROPERAZINE MESYLATE,EHMT2
DITHIOLETHIONE,HPGD
DOVITINIB,CSF1R
GOSSYPOL,CASP7
CHEMBL:CHEMBL1453126,RAD52
CHEMBL:CHEMBL19954,RAD52
CHEMBL:CHEMBL1079460,ALDH1A1
CHEMBL:CHEMBL1079460,CYP2D6
TPCK,TP53
SP-600125,ALDH1A1
CHEMBL:CHEMBL154580,ALOX12
CAPSAZEPINE,CYP2D6
CHEMBL:CHEMBL1709259,BRCA1
CHEMBL:CHEMBL2170369,GABRA1
CHEMBL:CHEMBL576208,GMNN
DOVITINIB,FGFR3
PURPUROGALLIN,WRN
PRILOCAINE HYDROCHLORIDE,ADRB2
LOMETREXOL,GART
PROSTAGLANDIN A2,ALDH1A1
PYRIDOSTIGMINE,CYP2D6
LINSITINIB,IGF1R
CATECHIN,FEN1
MORNIFLUMATE,NFE2L2
OMIPALISIB,PIK3CA
PP2,MAP2K2
COLUBRINIC ACID,GLI1
ANDROGRAPHOLIDE,RELA
BOSUTINIB,ABL1
AROMOLINE,RAD52
CHEMBL:CHEMBL600173,SMAD3
SPERMINE,CASP3
CHEMBL:CHEMBL108851,ALDH1A1
METHOXYCHLOR,PPARG
CLIOQUINOL,ALDH1A1
CHEMBL:CHEMBL582081,NFE2L2
CHEMBL:CHEMBL505670,LHCGR
THIMEROSAL,HTT
MERCURIC CHLORIDE,KAT2A
PF750,FAAH
CHEMBL:CHEMBL589207,ALDH1A1
SP-600125,KDR
ALDRIN,CXCL8
ERYTHROSINE,THRB
CHEMBL:CHEMBL1481974,ALOX15
CHEMBL:CHEMBL578741,HSD17B10
BUCLADESINE,CYP2D6
CHEMBL:CHEMBL70582,AHR
CHEMBL:CHEMBL1256995,RAD52
RHEIN,NFE2L2
CLIOQUINOL,APP
BENSERAZIDE,RGS4
(-)-N-PORPHYNORAPOMORPHINE,DRD1
PAZOPANIB,MAPK8
CHEMBL:CHEMBL505670,FEN1
SPICLOMAZINE,CYP2D6
CHEMBL:CHEMBL596633,TP53
"L-694,247",CYP1A2
WHILE OLIVETOL,NFE2L2
KEPONE,ESR1
AHPN,HSD17B10
PIPOBROMAN,ALDH1A1
METHYL ROBUSTONE,SMN1
IRL 2500,KAT2A
CHEMBL:CHEMBL392369,KIF11
SPERMINE,CASP2
MESTRANOL,CYP2D6
FLUORESCEIN DIPHOSPHATE,PTPN1
URSOLIC ACID,GSK3B
NBQX,ARSA
CHEMBL:CHEMBL587449,PLK1
PALBOCICLIB,RET
NVP-TAE684,FLT4
SP-600125,INSR
CHEMBL:CHEMBL533954,EHMT2
CYCLOSPORINE,ABCC1
LINSIDOMINE,RGS4
IRIGENOL,APEX1
PRAZOSIN,ABCG2
GANGALEOIDIN,USP1
ASPIRIN,HSD17B10
CHEMBL:CHEMBL1445650,AGTR1
FURAZABOL,NFE2L2
CHEMBL:CHEMBL577222,EHMT2
DOVITINIB,BLK
TOPOTECAN HYDROCHLORIDE,USP1
PHENOXYETHANOL,RXRA
CHLORHEXIDINE HYDROCHLORIDE,AR
BCR-ABL INHIBITOR GNF-2,MAPT
CYCLOSPORINE,ABCB1
ARISTOLACTONE,MAPK3
CHEMBL:CHEMBL1481974,FEN1
GOSSYPOL,POLB
DAUNORUBICIN HYDROCHLORIDE,WRN
ANTAZOLINE HYDROCHLORIDE,GMNN
HALCINONIDE,AR
MITOXANTRONE,RGS4
MK-886,USP1
HYCANTHONE,CYP1A2
CHEMBL:CHEMBL585502,NFE2L2
CHEMBL:CHEMBL458094,MAPT
BROMOCRIPTINE,AR
BUTYRYLHYDROXAMIC ACID,HDAC3
RABEPRAZOLE,ALDH1A1
CP-547632,ALK
BUTYRYLHYDROXAMIC ACID,HDAC9
BUTYRYLHYDROXAMIC ACID,HDAC1
SPIRUCHOSTATIN C,HDAC8
ELLIPTECINE,HIF1A
4-PHENYLBUTYRIC ACID,HDAC3
BENZETHONIUM CHLORIDE,ESR1
PURPUROGALLIN,VDR
BETAMETHASONE SODIUM PHOSPHATE,AR
DIPHENADIONE,VDR
RIFAMPIN,NR1I2
DOXYCYCLINE ANHYDROUS,EHMT2
EUFLAVINE,FEN1
SOTRASTAURIN,FLT4
CLOSANTEL,SUMO1
AHPN,MAPT
TECTOQUINONE,NFE2L2
CHEMBL:CHEMBL521171,FEN1
"3,3',4',5-TETRACHLOROSALICYLANILIDE",AR
CYSTEAMINE HYDROCHLORIDE,EHMT2
CHEMBL:CHEMBL580851,EHMT2
CHEMBL:CHEMBL598270,CYP2D6
ISOKAEMPFERIDE,POLB
VINBLASTINE,TUBB4B
AZACITIDINE,TP53
LIDAMIDINE HYDROCHLORIDE,GMNN
CHEMBL:CHEMBL592124,HPGD
ALSTERPAULLONE,FLT4
CHEMBL:CHEMBL1490332,HTT
CHEMBL:CHEMBL602740,TARDBP
LOPINAVIR,ABCB1
ALOE-EMODIN,NFE2L2
CHEMBL:CHEMBL184450,PLK1
LAPATINIB,ERBB2
COUMESTROL,ESR1
DIMETHISTERONE,NFE2L2
YANGONIN,NFE2L2
YOHIMBINE,DRD1
TRIFLUMIZOLE,AR
CHEMBL:CHEMBL375563,CASP7
CHLOROQUINE,TLR9
PIROXICAM-BETA-CYCLODEXTRIN,CYP1A2
CAMBINOL,VDR
CHEMBL:CHEMBL124006,RAD54L
GLAFENINE,CYP2D6
CHEMBL:CHEMBL527584,MAPT
CHEMBL:CHEMBL589717,TARDBP
CAPTAN,AR
CHEMBL:CHEMBL596633,FEN1
HOMIDIUM BROMIDE,NFE2L2
DENATONIUM BENZOATE,CYP2D6
CHEMBL:CHEMBL589207,BRCA1
FLUDIOXONIL,AR
NVP-TAE684,LRRK2
ANANDAMIDE,VDR
CHEMBL:CHEMBL84440,ACP1
SC-19220,CYP2D6
CHINIOFON,VDR
DITHIOLETHIONE,VDR
ORTHO-PHTHALALDEHYDE,TDP1
BENZALKONIUM CHLORIDE,MAPK1
PAZOPANIB,CDK7
CHEMBL:CHEMBL1256191,VDR
CHEMBL:CHEMBL2094665,GMNN
SELEGILINE,MAOA
CHEMBL:CHEMBL1363249,PLK1
FLUDIOXONIL,RXRA
EFAVIRENZ,ABCB1
ORTHO-PHTHALALDEHYDE,THRB
NATEGLINIDE,CYP1A2
ISOQUERCETIN,POLB
QUINALIZARIN,TP53
CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE,TSHR
CHEMBL:CHEMBL375673,RAD54L
NIFEDIPINE,NFE2L2
LACTOFEN,AR
DESOXYCORTICOSTERONE PIVALATE,AR
QUINALIZARIN,HSD17B10
PARAROSANILINE,HIF1A
CHEMBL:CHEMBL581868,RAD52
GR 127935,ATXN2
CLOFENOXYDE,USP1
ELLIPTECINE,FEN1
CHLOROTHALONIL,HPGD
CHEMBL:CHEMBL1519374,ATXN2
QUINIZARIN,VDR
CHEMBL:CHEMBL1091971,HPGD
BERBERRUBINE,ABCC8
BERBERRUBINE,KCNJ11
PF-03715455,CYP2D6
ANTHRAQUINONE,RXRA
HOMIDIUM BROMIDE,FEN1
CHEMBL:CHEMBL527585,GAA
DECYNIUM 22,HTT
DIHYDROSPHINGOSINE,USP1
MEFENAMIC ACID,TDP1
CHEMBL:CHEMBL584860,CYP1A2
CHEMBL:CHEMBL592124,EHMT2
CHEMBL:CHEMBL2094456,MAPT
ALSTERPAULLONE,ABL1
GOSSYPOL,KAT2A
CHEMBL:CHEMBL1565444,GMNN
DITHIAZANINE IODIDE,HTT
EPIRUBICIN HYDROCHLORIDE,ATXN2
PHENYLMERCURIC ACETATE,VDR
TBBT,ATXN2
DOMIPHEN BROMIDE,USP1
{4-[3-(4-ACETYL-3-HYDROXY-2-PROPYLPHENOXY)PROPOXY]PHENOXY}ACETIC ACID,PPARD
ATHRAQUINONES A,HSD17B10
EUFLAVINE,HTT
CHEMBL:CHEMBL545184,EHMT2
CHEMBL:CHEMBL265686,KLF5
PERHEXILINE MALEATE,AR
PAZOPANIB,IGF1R
PURPUROGALLIN,FEN1
HYDROCOTARNINE,CYP1A2
BUFOGENIN,SMAD3
IDAZOXAN HYDROCHLORIDE,EHMT2
CEFOTAXIME SODIUM,EHMT2
RISEDRONIC ACID,EHMT2
OXADIAZON,NFE2L2
GUTHION,WRN
CHEMBL:CHEMBL505670,WRN
AG 490,CYP1A2
GR 127935,GMNN
CHEMBL:CHEMBL443436,NFE2L2
CHEMBL:CHEMBL375563,CASP3
CHEMBL:CHEMBL533082,FEN1
VIDARABINE,GMNN
GLAFENINE,CYP1A2
BERBERINE CHLORIDE,RAD52
CEFIXIME ANHYDROUS,PLCG1
CHEMBL:CHEMBL1984884,MAPT
CHEMBL:CHEMBL585622,RAD54L
ESTRAMUSTINE,AR
CHEMBL:CHEMBL591363,HSP90AA1
SP-600125,RPS6KB1
NEROLIDOL,ALOX15
NOREPINEPHRINE,DRD1
PREDNISOLONE HEMISUCCINATE,AR
NIFEDIPINE,AR
DANTROLENE,CYP2D6
CHEMBL:CHEMBL580183,MAPK1
PYRONIN Y,ATXN2
NSC-663284,TP53
CHEMBL:CHEMBL590184,NFE2L2
TACRINE,ACHE
PAZOPANIB,ALK
CURCUMIN,TUBA4A
CURCUMIN,TUBB4B
CHEMBL:CHEMBL591628,EHMT2
CHEMBL:CHEMBL375563,CASP8
LAS38096,CSNK1D
CHEMBL:CHEMBL2347630,CXCR4
DIPHENADIONE,GMNN
ALSTERPAULLONE,CDC7
"3',4'-DIMETHOXYFLAVONE",KAT2A
DOVITINIB,INSR
CHEMBL:CHEMBL576208,ATXN2
DOXORUBICIN HYDROCHLORIDE,MAPK1
PP2,PDGFRA
LAS38096,MAP4K4
CEP-5214,FLT4
FENDILINE HYDROCHLORIDE,AR
TERPYRIDINE,ALPI
CYPROTERONE,AR
LANSOPRAZOLE,VDR
URSOLIC ACID,HDAC1
HOMIDIUM BROMIDE,PPARD
"O,O'-DIMETHYLCAFFEIC ACID",HSD17B10
LANSOPRAZOLE,NFE2L2
"L-162,313",USP1
PP2,MAPK8
SKIMMIANINE,ACHE
ECONAZOLE NITRATE,ATXN2
BILIRUBIN,MAPT
WORTMANNIN,PLK2
EPINEPHRINE BITARTRATE,ADRB2
CHEMBL:CHEMBL600334,TP53
ALFUZOSIN,GAA
NALED,NFE2L2
CHEMBL:CHEMBL596633,RAD54L
QUINAPRIL HYDROCHLORIDE,JUN
TERAZOSIN HYDROCHLORIDE HYDRATE,GAA
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",SMN1
RUCAPARIB,CDK1
PALBOCICLIB,ALK
CHEMBL:CHEMBL443343,NFE2L2
CHEMBL:CHEMBL600734,ATXN2
CHEMBL:CHEMBL74189,CYP1A2
CHEMBL:CHEMBL127579,NFE2L2
CHEMBL:CHEMBL473735,SMN2
H-89,EHMT2
DODECYL GALLATE,AR
TRIOXSALEN,CYP1A2
CHEMBL:CHEMBL1549738,GMNN
BENZYDAMINE,CYP2D6
SOTALOL,AR
"N-[6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-2,2-DIMETHYL-3,4-DIHYDRO-2H-PYRANO[2,3-B]PYRIDINE-4-YL]-4,4,4-TRIFLUORO-3-HYDROXYBUTANAMIDE (DIASTEREOMERIC MIX)",CNR1
PHTHALIC ACID,ALDH1A1
PHENYLALANINE,NFE2L2
BROXURIDINE,SMN1
ALTISSIMACOUMARIN C,SIRT1
RABEPRAZOLE,VDR
YUANHUADINE,MTOR
VANOXERINE,ATXN2
PYRANTEL PAMOATE,MAPT
CHEMBL:CHEMBL343002,KAT2A
FRENTIZOLE,SMN2
CHEMBL:CHEMBL166112,NFE2L2
COUMESTROL,FEN1
BROMOENOL LACTONE,HPGD
2-AMINOANTHRACENE,HSD17B10
CHEMBL:CHEMBL606167,MAPT
(R)-FLECAINIDE,TSHR
CHEMBL:CHEMBL571453,GRM4
CHEMBL:CHEMBL2205805,CCR1
CHEMBL:CHEMBL586031,HTT
ACITRETIN,MAPT
STANOLONE,NFE2L2
DUTASTERIDE,AR
ISOQUERCETIN,ALPI
CHEMBL:CHEMBL599100,TP53
CHEMBL:CHEMBL19954,FEN1
THIMEROSAL,HSP90AA1
CHEMBL:CHEMBL590947,SMAD3
CHEMBL:CHEMBL592842,RAD54L
CHEMBL:CHEMBL601618,VDR
NORTRIPTYLINE,TP53
CEFIXIME ANHYDROUS,TDP1
IRIGENOL,TDP1
PHENYLEPHRINE,DRD1
SULFOBROMOPHTHALEIN,KAT2A
ALSTERPAULLONE,CDK5
LEFLUNOMIDE,SMN1
CHEMBL:CHEMBL585656,HTT
LEVONORDEFRIN,ALOX15
PARAROSANILINE,APP
FRENTIZOLE,AR
KEPONE,VDR
CHEMBL:CHEMBL1572415,GMNN
DITHIAZANINE IODIDE,XBP1
GUANFACINE HYDROCHLORIDE,NFE2L2
CHEMBL:CHEMBL1306524,EHMT2
METILDIGOXIN,AR
LUTEOLIN,HPGD
QUINALIZARIN,MAPK1
CAPSAZEPINE,GMNN
CAPSAZEPINE,ALDH1A1
CHEMBL:CHEMBL220845,HSD17B10
LAWSONE,USP1
CP-547632,LYN
BUTACHLOR,NFE2L2
SODIUM DODECYL SULFATE,VDR
PHENYLMERCURIC ACETATE,ALDH1A1
TECADENOSON,SLC29A2
TERCONAZOLE,HSP90AA1
NVP-TAE684,ERBB4
ERYTHROSINE,VDR
ALL-TRANS-RETINAL,OPN1LW
CHEMBL:CHEMBL585622,FEN1
CHEMBL:CHEMBL127579,NPC1
DIBROMOACETIC ACID,NFE2L2
OMEGA-CHLOROACETOPHENONE,VDR
CHEMBL:CHEMBL265686,TP53
CHEMBL:CHEMBL16685,TP53
BISABOLOL,ALOX15
PURPUROGALLIN,GAA
CHEMBL:CHEMBL362223,CYP1A2
LANSOPRAZOLE,RGS4
ARIPIPRAZOLE LAUROXIL,CYP2D6
DESVENLAFAXINE SUCCINATE,CYP2D6
DACOMITINIB ANHYDROUS,EGFR
PARITAPREVIR,IFNL3
DURVALUMAB,CD274
FORMOTEROL FUMARATE,CYP2D6
GIVOSIRAN,CPOX
PEMBROLIZUMAB,EGFR
TAMOXIFEN,F2
USTEKINUMAB,IL12B
BOSUTINIB,ABL1
PELITINIB,EGFR
AXITINIB,KDR
CEDIRANIB,KDR
NIVOLUMAB,PDCD1
NIVOLUMAB,PDCD1
PEMBROLIZUMAB,PDCD1
PEMBROLIZUMAB,PDCD1
DALOTUZUMAB,IGF1R
CARFILZOMIB,PSMB9
DACTOLISIB,PIK3R4
RUXOLITINIB,JAK2
REGORAFENIB,ABL1
REGORAFENIB,KDR
SONOLISIB,PIK3CB
SONOLISIB,PIK3CG
ETOPOSIDE,ABCC1
VINCA ALKALOID COMPOUND,ABCB1
CYCLOSPORINE,ABCC1
PROBENECID,ABCC1
ARGIPRESSIN,ACE
OXALIPLATIN,ABL1
ENZYME INHIBITOR,ADCYAP1
COBALT,ADA
POLYETHYLENE GLYCOL 4000,AFP
IL-4,BAX
CETUXIMAB,BAX
ETOPOSIDE,BAX
VINORELBINE,BAX
PROTEIN PHOSPHATASE INHIBITOR,BAX
OXALIPLATIN,BAX
C5A,BCL2
ESTRAMUSTINE,BCL2
CAELYX,BCL2
TYROSINE KINASE INHIBITOR,CCL11
RECOMBINANT ALPHA CHEMOKINE,CCL21
GP-120 ANTIGEN,CCL7
TROGLITAZONE,CCND1
ANTIVIRAL AGENT,CD4
THERAPEUTIC GLUCOCORTICOID,CD163
ATORVASTATIN CALCIUM TRIHYDRATE,CD40LG
STREPTOZOCIN,CD40
RECOMBINANT INTERLEUKIN-16,CD9
ORAL CONTRACEPTIVE,CP
ASPIRIN,COL18A1
DITIOCARB,CSF2
IL-3,CSF2
MASOPROCOL,CSF2
RETRO-INVERSO PEPTIDE,CTLA4
ALTEPLASE,CSPG4
BENZODIAZEPINE,CYP2E1
STREPTOZOCIN,CYP2D6
URACIL,ERBB2
THROMBIN,F2R
ALPROSTADIL,F2R
SOMATROPIN (RECOMBINANT DNA ORIGIN),F9
PHENOBARBITAL,FOS
DOXORUBICIN HYDROCHLORIDE,GABPA
HYDROCORTISONE BUTYRATE,GAL
STREPTOZOCIN,GALP
SORBITOL,GFAP
OMEPRAZOLE,GSTP1
COBALT,HLA-A
COBALT,HIF1A
RESVERATROL,HGF
RECOMBINANT INTERFERON ALFA,HNF4A
RECOMBINANT INTERFERON,HLA-B
THERAPEUTIC HORMONE,HMOX1
SODIUM CHLORIDE,HPGD
CELECOXIB,HSPA4
IFOSFAMIDE,HSPA4
CYCLOSPORINE,HSPA8
ETOPOSIDE,HSPB2
ATORVASTATIN CALCIUM TRIHYDRATE,HSPD1
GANCICLOVIR,IFNG
PNU-37883,TSHR
DIETHYLDITHIOCARBAMATE,IFNA1
THERAPEUTIC HORMONE,IGFBP1
FLUOXETINE HYDROCHLORIDE,IGF2
PREDNISONE,IFNG
THROMBIN,IGF1R
THERAPEUTIC GLUCOCORTICOID,IL15
AZATHIOPRINE,IL17A
PROPYLTHIOURACIL,IL2RA
VITAMIN K,IL6
ESTRADIOL VALERATE,LIF
THROMBIN,LIF
THERAPEUTIC HORMONE,LIF
ASPARAGINASE,LPL
DEXTRAN SULFATE,LPL
LITHIUM,MAPK14
PTHRP,MAPK3
CHEMBL:CHEMBL1871992,PLK1
H2O2,MSR1
ENZYME INHIBITOR,MTR
DIBUCAINE,MYO9B
CHEMBL:CHEMBL527336,EHMT2
SODIUM CHLORIDE,MYO9B
TRAIL,MYC
THROMBIN,MYC
PTHRP,MYO9B
HYDROGEN PEROXIDE,NCF1
RECOMBINANT NEUROTROPHIC FACTOR,NOS1
ESTRADIOL VALERATE,NOS2
LARGAZOLE,HDAC6
CYCLOSPORINE,NR4A1
ORAL CONTRACEPTIVE,NQO1
ALTEPLASE,NTF3
DIETHYLDITHIOCARBAMATE,NTRK2
THERAPEUTIC GLUCOCORTICOID,NTRK1
INDOLE-3-CARBINOL,PIK3CB
SELECTIVE ESTROGEN RECEPTOR MODULATOR,PIK3CB
DACTINOMYCIN,PIK3CB
CALCITRIOL,PLAU
HYDROCORTISONE BUTYRATE,PLAU
MASOPROCOL,PLAU
STREPTOZOCIN,PRKAA1
PHENOBARBITAL,PRL
ORAL CONTRACEPTIVE,PRL
MONOAMINE OXIDASE INHIBITOR,PRL
GENISTEIN,PRL
FLURAZEPAM,PRL
BINETRAKIN,PTGER1
ESTRADIOL VALERATE,PTPRC
LEVOTHYROXINE,SERPINE1
STREPTOZOCIN,S100B
NIMODIPINE,SERPINE1
PYRIPROXYFEN,AR
ARGIPRESSIN,TACR1
CYCLOSPORINE,TBXA2R
HYDROGEN PEROXIDE,TDO2
DECITABINE,TGM2
THERAPEUTIC HORMONE,TNF
MASOPROCOL,TNF
ALTEPLASE,TNF
ETOPOSIDE,TNFSF13B
EPINEPHRINE,TNFRSF11B
PROPYLTHIOURACIL,TP53
DNA VACCINE,TP53
LUZINDOLE,HPGD
PHORBOL 12-MYRISTATE 13-ACETATE,VCAM1
BICALUTAMIDE,VDR
TROGLITAZONE,VCAM1
KETOCONAZOLE,VDR
CYTARABINE,VDR
ALDESLEUKIN,VIPR1
BRIGATINIB,ALK
IXABEPILONE,ERBB2
NORELGESTROMIN,AR
MARGETUXIMAB-CMKB,ERBB2
CAPIVASERTIB,ERBB2
LAPATINIB,ERBB2
LOVASTATIN,LDLR
RITONAVIR,APOE
CEFACLOR ANHYDROUS,NR1I2
PACLITAXEL,NR1I2
NIFEDIPINE,NR1I2
ETODOLAC,PTGS2
ANALGESIC AGENT,BDNF
DEXAMETHASONE,CHRM3
CEPHALOTHIN SODIUM,TDP1
PREDNISOLONE,MTHFR
CABERGOLINE,DRD2
TRIMIPRAMINE,AKT1
CAPIVASERTIB,AKT1
IRINOTECAN HYDROCHLORIDE,ABCG1
MIDOSTAURIN,NPM1
BUSULFAN,ABL1
EPIRUBICIN,TP53
NEFAZODONE,FKBP5
ANTIDEPRESSANT AGENT,CRH
GENISTEIN,CFTR
INOTUZUMAB OZOGAMICIN,BCR
STREPTONIGRIN,POLB
ISOPROTERENOL,ADRA2A
PEMETREXED DISODIUM,EGFR
