geneSymbol,diseaseName
ADAR,Amyotrophic Lateral Sclerosis
AIF1,Amyotrophic Lateral Sclerosis
ALS3,Amyotrophic Lateral Sclerosis
XIAP,Amyotrophic Lateral Sclerosis
APRT,Amyotrophic Lateral Sclerosis
BCL2L1,Amyotrophic Lateral Sclerosis
CAT,Amyotrophic Lateral Sclerosis
CD14,Amyotrophic Lateral Sclerosis
CREBBP,Amyotrophic Lateral Sclerosis
CS,Amyotrophic Lateral Sclerosis
MAPK14,Amyotrophic Lateral Sclerosis
CTF1,Amyotrophic Lateral Sclerosis
CYP27A1,Amyotrophic Lateral Sclerosis
DNM2,Amyotrophic Lateral Sclerosis
DNMT1,Amyotrophic Lateral Sclerosis
EPHA4,Amyotrophic Lateral Sclerosis
EWSR1,Amyotrophic Lateral Sclerosis
FGF2,Amyotrophic Lateral Sclerosis
GAPDH,Amyotrophic Lateral Sclerosis
UTS2R,Amyotrophic Lateral Sclerosis
GRM5,Amyotrophic Lateral Sclerosis
HMOX1,Amyotrophic Lateral Sclerosis
HRES1,Amyotrophic Lateral Sclerosis
HSPA4,Amyotrophic Lateral Sclerosis
HSPB1,Amyotrophic Lateral Sclerosis
IFNG,Amyotrophic Lateral Sclerosis
KDR,Amyotrophic Lateral Sclerosis
TNPO1,Amyotrophic Lateral Sclerosis
LCN2,Amyotrophic Lateral Sclerosis
LGALS1,Amyotrophic Lateral Sclerosis
LIG4,Amyotrophic Lateral Sclerosis
MAP3K5,Amyotrophic Lateral Sclerosis
KITLG,Amyotrophic Lateral Sclerosis
MSMB,Amyotrophic Lateral Sclerosis
NDUFA2,Amyotrophic Lateral Sclerosis
P2RX1,Amyotrophic Lateral Sclerosis
P2RX3,Amyotrophic Lateral Sclerosis
P2RX5,Amyotrophic Lateral Sclerosis
P2RY1,Amyotrophic Lateral Sclerosis
P2RY2,Amyotrophic Lateral Sclerosis
PDC,Amyotrophic Lateral Sclerosis
RAN,Amyotrophic Lateral Sclerosis
RBP4,Amyotrophic Lateral Sclerosis
RNASE1,Amyotrophic Lateral Sclerosis
SHH,Amyotrophic Lateral Sclerosis
SLC1A1,Amyotrophic Lateral Sclerosis
SOS1,Amyotrophic Lateral Sclerosis
SOS2,Amyotrophic Lateral Sclerosis
SPAST,Amyotrophic Lateral Sclerosis
STAT5A,Amyotrophic Lateral Sclerosis
TAT,Amyotrophic Lateral Sclerosis
TFAM,Amyotrophic Lateral Sclerosis
TGM2,Amyotrophic Lateral Sclerosis
TRN-GTT2-1,Amyotrophic Lateral Sclerosis
TTR,Amyotrophic Lateral Sclerosis
TXN,Amyotrophic Lateral Sclerosis
SLC14A2,Amyotrophic Lateral Sclerosis
BLZF1,Amyotrophic Lateral Sclerosis
CDK5R1,Amyotrophic Lateral Sclerosis
P2RX6,Amyotrophic Lateral Sclerosis
VAPA,Amyotrophic Lateral Sclerosis
HDAC9,Amyotrophic Lateral Sclerosis
KEAP1,Amyotrophic Lateral Sclerosis
TPPP,Amyotrophic Lateral Sclerosis
ATF6,Amyotrophic Lateral Sclerosis
P2RX2,Amyotrophic Lateral Sclerosis
PDZD2,Amyotrophic Lateral Sclerosis
PNKD,Amyotrophic Lateral Sclerosis
BSCL2,Amyotrophic Lateral Sclerosis
HPGDS,Amyotrophic Lateral Sclerosis
TREM2,Amyotrophic Lateral Sclerosis
TMEM106B,Amyotrophic Lateral Sclerosis
TMED9,Amyotrophic Lateral Sclerosis
TRPM7,Amyotrophic Lateral Sclerosis
CCDC88A,Amyotrophic Lateral Sclerosis
ZNF512B,Amyotrophic Lateral Sclerosis
DERL1,Amyotrophic Lateral Sclerosis
ATAT1,Amyotrophic Lateral Sclerosis
TMPRSS13,Amyotrophic Lateral Sclerosis
DCTN5,Amyotrophic Lateral Sclerosis
LMLN,Amyotrophic Lateral Sclerosis
LRRK2,Amyotrophic Lateral Sclerosis
SLCO6A1,Amyotrophic Lateral Sclerosis
GSTK1,Amyotrophic Lateral Sclerosis
MIR206,Amyotrophic Lateral Sclerosis
MIR338,Amyotrophic Lateral Sclerosis
LY6E,spinocerebellar ataxia-7
ATXN3,spinocerebellar ataxia-7
ATXN2,spinocerebellar ataxia-7
PTEN,Autosomal Recessive Parkinsonism
LRRK2,Autosomal Recessive Parkinsonism
APP,Amyotrophic lateral sclerosis 1
CASP3,Amyotrophic lateral sclerosis 1
GRIK1,Amyotrophic lateral sclerosis 1
LIF,Amyotrophic lateral sclerosis 1
MSMB,Amyotrophic lateral sclerosis 1
MST1,Amyotrophic lateral sclerosis 1
TAF12,Amyotrophic lateral sclerosis 1
TXN,Amyotrophic lateral sclerosis 1
TXNRD1,Amyotrophic lateral sclerosis 1
TAF15,Amyotrophic lateral sclerosis 1
VAPB,Amyotrophic lateral sclerosis 1
CCS,Amyotrophic lateral sclerosis 1
AKT3,Amyotrophic lateral sclerosis 1
UBQLN2,Amyotrophic lateral sclerosis 1
TMPRSS13,Amyotrophic lateral sclerosis 1
LMLN,Amyotrophic lateral sclerosis 1
BRCA2,familial alzheimer disease
CASP6,familial alzheimer disease
CSF2,familial alzheimer disease
LAMC2,familial alzheimer disease
PRNP,familial alzheimer disease
GH1,Iatrogenic Creutzfeldt-Jakob disease
PRNP,Iatrogenic Creutzfeldt-Jakob disease
DCTN1,Autosomal Dominant Parkinsonism
LY6E,Autosomal Dominant Parkinsonism
ATXN2,Autosomal Dominant Parkinsonism
APOE,Parkinsonian Disorders
TOR1A,Parkinsonian Disorders
GFAP,Parkinsonian Disorders
GSTP1,Parkinsonian Disorders
UBE2K,Parkinsonian Disorders
LRP2,Parkinsonian Disorders
MAOB,Parkinsonian Disorders
CYTB,Parkinsonian Disorders
RIEG2,Parkinsonian Disorders
ATXN8OS,Parkinsonian Disorders
TNF,Parkinsonian Disorders
UCHL1,Parkinsonian Disorders
NELFE,Parkinsonian Disorders
DNAJC6,Parkinsonian Disorders
MCF2L,Parkinsonian Disorders
UBE2S,Parkinsonian Disorders
UBR5,Parkinsonian Disorders
SLC30A10,Parkinsonian Disorders
NIF3L1,Parkinsonian Disorders
PANK2,Parkinsonian Disorders
DMRT1,"Frontotemporal Dementia, Chromosome 3-Linked"
LY6E,Multiple System Atrophy
ATXN3,Multiple System Atrophy
PRNP,Multiple System Atrophy
ATXN1,Multiple System Atrophy
SHC2,Multiple System Atrophy
PINK1,Multiple System Atrophy
C9orf72,Multiple System Atrophy
CSF1,Alzheimer Disease 10
HTT,Juvenile onset Huntington's disease
GLO1,Spinocerebellar Ataxias
HTT,Spinocerebellar Ataxias
HLA-A,Spinocerebellar Ataxias
ELOVL4,Spinocerebellar Ataxias
NOP56,Spinocerebellar Ataxias
APTX,Spinocerebellar Ataxias
KLHL1,Spinocerebellar Ataxias
IGHMBP2,Distal spinal muscular atrophy
SMN1,Distal spinal muscular atrophy
SMN2,Distal spinal muscular atrophy
CACNA1A,SPINOCEREBELLAR ATAXIA 1
AFF2,SPINOCEREBELLAR ATAXIA 1
FRAXE,SPINOCEREBELLAR ATAXIA 1
PQBP1,SPINOCEREBELLAR ATAXIA 1
GTF2H1,GRN-related frontotemporal dementia
PSEN1,GRN-related frontotemporal dementia
SOD1,GRN-related frontotemporal dementia
NELFE,GRN-related frontotemporal dementia
RIMS2,GRN-related frontotemporal dementia
KHDRBS1,GRN-related frontotemporal dementia
NUP62,GRN-related frontotemporal dementia
DCTN4,GRN-related frontotemporal dementia
TREM2,GRN-related frontotemporal dementia
PAX5,Creutzfeldt-Jakob Syndrome
YWHAB,Creutzfeldt-Jakob Syndrome
ANG,Parkinson Disease
CDK5,Parkinson Disease
CRMP1,Parkinson Disease
CSF2,Parkinson Disease
MARK2,Parkinson Disease
FXN,Parkinson Disease
UTS2R,Parkinson Disease
GPR37,Parkinson Disease
LAMC2,Parkinson Disease
UTRN,Parkinson Disease
DENR,Parkinson Disease
DNM1L,Parkinson Disease
CIT,Parkinson Disease
TBC1D9,Parkinson Disease
SYNM,Parkinson Disease
DAPK2,Parkinson Disease
HPGDS,Parkinson Disease
DHDDS,Parkinson Disease
AFP,"Spinocerebellar ataxia, autosomal recessive 1"
FXN,"Spinocerebellar ataxia, autosomal recessive 1"
HLA-DRB1,Opticospinal Multiple Sclerosis
FTL,Neurodegeneration with brain iron accumulation (NBIA)
RNU1-4,Alzheimer Disease 12
RNU2-1,Alzheimer Disease 12
RNU1-1,Alzheimer Disease 12
APOE,Dementia in Parkinson's disease
MAPT,Dementia in Parkinson's disease
APOE,"Creutzfeldt-Jakob Disease, Sporadic"
CTSD,"Creutzfeldt-Jakob Disease, Sporadic"
ENO2,"Creutzfeldt-Jakob Disease, Sporadic"
MAPT,"Creutzfeldt-Jakob Disease, Sporadic"
PRND,"Creutzfeldt-Jakob Disease, Sporadic"
ASIC1,Primary progressive multiple sclerosis
CASP8,Primary progressive multiple sclerosis
GRN,Primary progressive multiple sclerosis
MTR,Primary progressive multiple sclerosis
OMG,Primary progressive multiple sclerosis
PLP1,Primary progressive multiple sclerosis
DMD,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
GCH1,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
GPR37,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
Sep.05,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
SOD2,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
TBP,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
RNF19A,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
ACHE,Alzheimer disease type 2
CHAT,Alzheimer disease type 2
RPSA,Alzheimer disease type 2
LRP1,Alzheimer disease type 2
PTPRA,Alzheimer disease type 2
SLC3A2,Alzheimer disease type 2
THOP1,Alzheimer disease type 2
MVP,Alzheimer disease type 2
RBPJ,Spinocerebellar Ataxia 17
CIT,Spinocerebellar Ataxia 17
BACE1,Spinocerebellar Ataxia 17
DHDDS,Spinocerebellar Ataxia 17
ASIC1,Multiple Sclerosis
ALB,Multiple Sclerosis
APOD,Multiple Sclerosis
ATF3,Multiple Sclerosis
AZF1,Multiple Sclerosis
B2M,Multiple Sclerosis
BCL2L2,Multiple Sclerosis
BLK,Multiple Sclerosis
BMP1,Multiple Sclerosis
BMP2,Multiple Sclerosis
BMP4,Multiple Sclerosis
BMP5,Multiple Sclerosis
BMP7,Multiple Sclerosis
DST,Multiple Sclerosis
TSPO,Multiple Sclerosis
C3,Multiple Sclerosis
C3AR1,Multiple Sclerosis
CAST,Multiple Sclerosis
CDKN1C,Multiple Sclerosis
CDKN2A,Multiple Sclerosis
CDKN2D,Multiple Sclerosis
CDX2,Multiple Sclerosis
CLDN3,Multiple Sclerosis
CR2,Multiple Sclerosis
CREB1,Multiple Sclerosis
CRHR1,Multiple Sclerosis
CRK,Multiple Sclerosis
CRYGC,Multiple Sclerosis
CRYZ,Multiple Sclerosis
MAPK14,Multiple Sclerosis
CSF1R,Multiple Sclerosis
CSN3,Multiple Sclerosis
CST3,Multiple Sclerosis
CTSZ,Multiple Sclerosis
CUX1,Multiple Sclerosis
DCN,Multiple Sclerosis
DECR1,Multiple Sclerosis
DHCR7,Multiple Sclerosis
DPYSL2,Multiple Sclerosis
SLC26A3,Multiple Sclerosis
DRD2,Multiple Sclerosis
DSPP,Multiple Sclerosis
EEF1A2,Multiple Sclerosis
EVI2A,Multiple Sclerosis
F9,Multiple Sclerosis
FABP7,Multiple Sclerosis
FLNB,Multiple Sclerosis
FMR1,Multiple Sclerosis
FRAXA,Multiple Sclerosis
ACKR1,Multiple Sclerosis
GABPA,Multiple Sclerosis
GAP43,Multiple Sclerosis
GAS6,Multiple Sclerosis
GGT1,Multiple Sclerosis
GLI1,Multiple Sclerosis
GP1BA,Multiple Sclerosis
GPR3,Multiple Sclerosis
GPER1,Multiple Sclerosis
GRN,Multiple Sclerosis
GRM1,Multiple Sclerosis
GRM4,Multiple Sclerosis
GRM5,Multiple Sclerosis
GRM8,Multiple Sclerosis
CXCL1,Multiple Sclerosis
GZMK,Multiple Sclerosis
H2AFX,Multiple Sclerosis
HCCS,Multiple Sclerosis
CFH,Multiple Sclerosis
NRG1,Multiple Sclerosis
HIF1A,Multiple Sclerosis
HOXB4,Multiple Sclerosis
HSD17B4,Multiple Sclerosis
IFI16,Multiple Sclerosis
IL9,Multiple Sclerosis
TNFRSF9,Multiple Sclerosis
ITGAL,Multiple Sclerosis
ITGAX,Multiple Sclerosis
KCNJ10,Multiple Sclerosis
KLRC2,Multiple Sclerosis
RPSA,Multiple Sclerosis
LCN2,Multiple Sclerosis
LMNA,Multiple Sclerosis
LPA,Multiple Sclerosis
CYP4F3,Multiple Sclerosis
MAG,Multiple Sclerosis
MAP2,Multiple Sclerosis
MEF2BNB-MEF2B,Multiple Sclerosis
MAP3K5,Multiple Sclerosis
KMT2A,Multiple Sclerosis
NR3C2,Multiple Sclerosis
MMP7,Multiple Sclerosis
MMP8,Multiple Sclerosis
CD200,Multiple Sclerosis
MYCN,Multiple Sclerosis
MYT1,Multiple Sclerosis
NDUFA2,Multiple Sclerosis
NEUROD1,Multiple Sclerosis
NFE2L2,Multiple Sclerosis
NOTCH3,Multiple Sclerosis
NTRK1,Multiple Sclerosis
NR4A2,Multiple Sclerosis
OSM,Multiple Sclerosis
CLDN11,Multiple Sclerosis
SERPINB2,Multiple Sclerosis
PAX5,Multiple Sclerosis
SLC25A3,Multiple Sclerosis
SERPINI1,Multiple Sclerosis
PKLR,Multiple Sclerosis
PLA2G1B,Multiple Sclerosis
PLA2G2A,Multiple Sclerosis
PLG,Multiple Sclerosis
PPP2R4,Multiple Sclerosis
PRCP,Multiple Sclerosis
PRKAR1A,Multiple Sclerosis
PKN2,Multiple Sclerosis
EIF2AK2,Multiple Sclerosis
LGMN,Multiple Sclerosis
MASP1,Multiple Sclerosis
PSMD4,Multiple Sclerosis
PSMD7,Multiple Sclerosis
PTPRM,Multiple Sclerosis
PTPRN,Multiple Sclerosis
PTPRZ1,Multiple Sclerosis
RAP1A,Multiple Sclerosis
RFX1,Multiple Sclerosis
S100A1,Multiple Sclerosis
ATXN8OS,Multiple Sclerosis
CCL19,Multiple Sclerosis
CCL20,Multiple Sclerosis
CCL21,Multiple Sclerosis
SPAST,Multiple Sclerosis
STAT6,Multiple Sclerosis
STK4,Multiple Sclerosis
SYT1,Multiple Sclerosis
NR2F1,Multiple Sclerosis
NR2F2,Multiple Sclerosis
THOP1,Multiple Sclerosis
TIMP3,Multiple Sclerosis
TP73,Multiple Sclerosis
TUBA4A,Multiple Sclerosis
TYRP1,Multiple Sclerosis
YWHAZ,Multiple Sclerosis
SCG2,Multiple Sclerosis
AIMP2,Multiple Sclerosis
CDK2AP1,Multiple Sclerosis
DYSF,Multiple Sclerosis
AXIN2,Multiple Sclerosis
PLA2G6,Multiple Sclerosis
PPFIBP1,Multiple Sclerosis
COPS3,Multiple Sclerosis
USO1,Multiple Sclerosis
TP63,Multiple Sclerosis
KCNK5,Multiple Sclerosis
TNFSF13,Multiple Sclerosis
TNFRSF14,Multiple Sclerosis
HDAC3,Multiple Sclerosis
NR1I2,Multiple Sclerosis
BSN,Multiple Sclerosis
SOCS3,Multiple Sclerosis
ARHGEF2,Multiple Sclerosis
MSC,Multiple Sclerosis
SNORD27,Multiple Sclerosis
KL,Multiple Sclerosis
GRAP2,Multiple Sclerosis
NCR1,Multiple Sclerosis
ATG5,Multiple Sclerosis
ADAMTS4,Multiple Sclerosis
ADAMTS3,Multiple Sclerosis
ADAMTS1,Multiple Sclerosis
CYTIP,Multiple Sclerosis
PTDSS1,Multiple Sclerosis
SUPT7L,Multiple Sclerosis
MFN2,Multiple Sclerosis
IL18BP,Multiple Sclerosis
PTPRU,Multiple Sclerosis
EBI3,Multiple Sclerosis
RABEPK,Multiple Sclerosis
LANCL1,Multiple Sclerosis
ABCA7,Multiple Sclerosis
SEMA3A,Multiple Sclerosis
TUBB4B,Multiple Sclerosis
NDRG1,Multiple Sclerosis
PEMT,Multiple Sclerosis
FST,Multiple Sclerosis
NXF1,Multiple Sclerosis
CRTAP,Multiple Sclerosis
KAT5,Multiple Sclerosis
ANP32B,Multiple Sclerosis
CXCL13,Multiple Sclerosis
AHSA1,Multiple Sclerosis
MASP2,Multiple Sclerosis
PPARGC1A,Multiple Sclerosis
MMP24,Multiple Sclerosis
EHD1,Multiple Sclerosis
EBNA1BP2,Multiple Sclerosis
METAP2,Multiple Sclerosis
IMMT,Multiple Sclerosis
USP18,Multiple Sclerosis
SIRT1,Multiple Sclerosis
BACE1,Multiple Sclerosis
METTL21B,Multiple Sclerosis
RNF19A,Multiple Sclerosis
POLDIP2,Multiple Sclerosis
IGHV4-39,Multiple Sclerosis
DEXI,Multiple Sclerosis
UHRF1,Multiple Sclerosis
TBX21,Multiple Sclerosis
CXXC1,Multiple Sclerosis
DUOX2,Multiple Sclerosis
DYT10,Multiple Sclerosis
GMNN,Multiple Sclerosis
CKLF,Multiple Sclerosis
MZB1,Multiple Sclerosis
SLC25A37,Multiple Sclerosis
TNFRSF12A,Multiple Sclerosis
ERAP1,Multiple Sclerosis
DUOX1,Multiple Sclerosis
TREM2,Multiple Sclerosis
DLL4,Multiple Sclerosis
TRPM4,Multiple Sclerosis
PGPEP1,Multiple Sclerosis
SLC52A1,Multiple Sclerosis
DARS2,Multiple Sclerosis
PCDHA4,Multiple Sclerosis
C10orf2,Multiple Sclerosis
ZC3HAV1,Multiple Sclerosis
RLFP1,Multiple Sclerosis
RALGAPA2,Multiple Sclerosis
MAVS,Multiple Sclerosis
SEMA4A,Multiple Sclerosis
GORASP1,Multiple Sclerosis
PINK1,Multiple Sclerosis
WNK1,Multiple Sclerosis
CARD14,Multiple Sclerosis
DHX58,Multiple Sclerosis
MMP28,Multiple Sclerosis
RIC3,Multiple Sclerosis
DHX40,Multiple Sclerosis
ANKRD55,Multiple Sclerosis
PDCD1LG2,Multiple Sclerosis
SGPP1,Multiple Sclerosis
ARHGAP24,Multiple Sclerosis
FAM167A,Multiple Sclerosis
TRAPPC9,Multiple Sclerosis
ITCH,Multiple Sclerosis
C20orf57,Multiple Sclerosis
IL17RC,Multiple Sclerosis
TRIM5,Multiple Sclerosis
FATE1,Multiple Sclerosis
IL33,Multiple Sclerosis
PRRT2,Multiple Sclerosis
NLRP3,Multiple Sclerosis
TNFRSF13C,Multiple Sclerosis
OLFM3,Multiple Sclerosis
DUSP15,Multiple Sclerosis
CD200R1,Multiple Sclerosis
PLB1,Multiple Sclerosis
ANKFN1,Multiple Sclerosis
CRYGEP,Multiple Sclerosis
IFNL3,Multiple Sclerosis
C1orf228,Multiple Sclerosis
SERPINA13P,Multiple Sclerosis
OR3A4P,Multiple Sclerosis
MIR223,Multiple Sclerosis
MIR27B,Multiple Sclerosis
MIR34A,Multiple Sclerosis
MIR340,Multiple Sclerosis
LINC00273,Multiple Sclerosis
AFA1,Multiple Sclerosis
MEF2B,Multiple Sclerosis
OCLN,Multiple Sclerosis
KLRC4-KLRK1,Multiple Sclerosis
BCL2L2-PABPN1,Multiple Sclerosis
CALB1,SPINOCEREBELLAR ATAXIA 6
HSF1,SPINOCEREBELLAR ATAXIA 6
PVALB,SPINOCEREBELLAR ATAXIA 6
ACVRL1,Huntington Disease
AHSG,Huntington Disease
ALOX5,Huntington Disease
STS,Huntington Disease
ALDH7A1,Huntington Disease
CCND1,Huntington Disease
CACNA1A,Huntington Disease
CALB1,Huntington Disease
CASP8,Huntington Disease
TNFSF8,Huntington Disease
CD40,Huntington Disease
CDKN2A,Huntington Disease
CRH,Huntington Disease
CRP,Huntington Disease
CTAA1,Huntington Disease
DLG4,Huntington Disease
DMD,Huntington Disease
DPP6,Huntington Disease
DRD3,Huntington Disease
EEF1A2,Huntington Disease
FGF2,Huntington Disease
FGF13,Huntington Disease
FGFR2,Huntington Disease
FOXO1,Huntington Disease
FOXO3,Huntington Disease
FXN,Huntington Disease
XRCC6,Huntington Disease
GABPA,Huntington Disease
GH1,Huntington Disease
UTS2R,Huntington Disease
GRIN1,Huntington Disease
GRINA,Huntington Disease
HCRT,Huntington Disease
HGF,Huntington Disease
UBE2K,Huntington Disease
HMOX1,Huntington Disease
TNC,Huntington Disease
IDUA,Huntington Disease
IFNA2,Huntington Disease
IL1A,Huntington Disease
IL4R,Huntington Disease
LNPEP,Huntington Disease
LTB,Huntington Disease
MBD1,Huntington Disease
MGP,Huntington Disease
MMP9,Huntington Disease
MSN,Huntington Disease
MUTYH,Huntington Disease
NPY2R,Huntington Disease
NPY5R,Huntington Disease
PCM1,Huntington Disease
PGC,Huntington Disease
SERPINB6,Huntington Disease
PKLR,Huntington Disease
PPARG,Huntington Disease
PPT1,Huntington Disease
EIF2AK2,Huntington Disease
PTBP1,Huntington Disease
PTPN13,Huntington Disease
PTX3,Huntington Disease
RBMY1A1,Huntington Disease
RENBP,Huntington Disease
RGS2,Huntington Disease
RIEG2,Huntington Disease
RPS27A,Huntington Disease
ATXN7,Huntington Disease
SLC1A2,Huntington Disease
SLC2A3,Huntington Disease
SLC18A2,Huntington Disease
SUMO3,Huntington Disease
SUMO2,Huntington Disease
SOS1,Huntington Disease
TGFB1,Huntington Disease
NKX2-1,Huntington Disease
TRAF6,Huntington Disease
UBC,Huntington Disease
UBE3A,Huntington Disease
SUMO1,Huntington Disease
VCP,Huntington Disease
XPC,Huntington Disease
ST8SIA4,Huntington Disease
NELFE,Huntington Disease
SLC14A2,Huntington Disease
IRS2,Huntington Disease
HACD1,Huntington Disease
RIMS2,Huntington Disease
MFN2,Huntington Disease
CAP1,Huntington Disease
CIB1,Huntington Disease
UBD,Huntington Disease
SORBS1,Huntington Disease
WDTC1,Huntington Disease
BRD4,Huntington Disease
SRRM2,Huntington Disease
RASD2,Huntington Disease
FOXP1,Huntington Disease
RBMS3,Huntington Disease
HTRA2,Huntington Disease
SLCO1B3,Huntington Disease
UBE2T,Huntington Disease
UBQLN1,Huntington Disease
PACSIN1,Huntington Disease
SLC40A1,Huntington Disease
RTEL1,Huntington Disease
KRT20,Huntington Disease
IFT57,Huntington Disease
PNO1,Huntington Disease
MEPE,Huntington Disease
ACBD3,Huntington Disease
MAK16,Huntington Disease
ZDHHC12,Huntington Disease
SLC2A14,Huntington Disease
ZDHHC15,Huntington Disease
GDNF-AS1,Huntington Disease
LOC102724560,Huntington Disease
PRKAA1,Wolff-Parkinson-White Syndrome
PRKAA2,Wolff-Parkinson-White Syndrome
PRKAB1,Wolff-Parkinson-White Syndrome
ACO1,Alzheimer Disease
ADRA1D,Alzheimer Disease
SLC25A4,Alzheimer Disease
ANXA1,Alzheimer Disease
APRT,Alzheimer Disease
KLK3,Alzheimer Disease
BID,Alzheimer Disease
BSG,Alzheimer Disease
SERPING1,Alzheimer Disease
CA2,Alzheimer Disease
SLC25A20,Alzheimer Disease
CALB1,Alzheimer Disease
CAPG,Alzheimer Disease
CASP8,Alzheimer Disease
CD34,Alzheimer Disease
CD38,Alzheimer Disease
CD44,Alzheimer Disease
CD68,Alzheimer Disease
CDC42,Alzheimer Disease
CDK4,Alzheimer Disease
CPN1,Alzheimer Disease
CPOX,Alzheimer Disease
CRK,Alzheimer Disease
MAPK14,Alzheimer Disease
CST2,Alzheimer Disease
CST5,Alzheimer Disease
CST6,Alzheimer Disease
CTSL,Alzheimer Disease
CUX1,Alzheimer Disease
CX3CR1,Alzheimer Disease
DECR1,Alzheimer Disease
DIO1,Alzheimer Disease
DIO2,Alzheimer Disease
DNAH8,Alzheimer Disease
DOCK2,Alzheimer Disease
DSP,Alzheimer Disease
DSPP,Alzheimer Disease
EGFR,Alzheimer Disease
EGR1,Alzheimer Disease
EHHADH,Alzheimer Disease
EIF4G2,Alzheimer Disease
ELANE,Alzheimer Disease
ETFA,Alzheimer Disease
ETFB,Alzheimer Disease
ETFDH,Alzheimer Disease
ETS2,Alzheimer Disease
EZH2,Alzheimer Disease
FAT1,Alzheimer Disease
FCN2,Alzheimer Disease
FES,Alzheimer Disease
FKBP4,Alzheimer Disease
FKBP5,Alzheimer Disease
FLT4,Alzheimer Disease
FOS,Alzheimer Disease
FOSB,Alzheimer Disease
FXN,Alzheimer Disease
GAA,Alzheimer Disease
GABPA,Alzheimer Disease
GBA,Alzheimer Disease
GCHFR,Alzheimer Disease
GDNF,Alzheimer Disease
GLO1,Alzheimer Disease
GRK5,Alzheimer Disease
GRM2,Alzheimer Disease
GRM5,Alzheimer Disease
GSR,Alzheimer Disease
HCCS,Alzheimer Disease
HTT,Alzheimer Disease
HMOX2,Alzheimer Disease
HNRNPA1,Alzheimer Disease
HPS1,Alzheimer Disease
HSPA4,Alzheimer Disease
HSPA8,Alzheimer Disease
IDUA,Alzheimer Disease
IFI27,Alzheimer Disease
IFNB1,Alzheimer Disease
IGFALS,Alzheimer Disease
IL6ST,Alzheimer Disease
IL13,Alzheimer Disease
ITGAX,Alzheimer Disease
JAK2,Alzheimer Disease
JUN,Alzheimer Disease
JUNB,Alzheimer Disease
JUND,Alzheimer Disease
KNG1,Alzheimer Disease
LBP,Alzheimer Disease
LRP4,Alzheimer Disease
LY6E,Alzheimer Disease
LYZ,Alzheimer Disease
MBP,Alzheimer Disease
CD46,Alzheimer Disease
MDK,Alzheimer Disease
ATXN3,Alzheimer Disease
MLLT3,Alzheimer Disease
MNAT1,Alzheimer Disease
ABCC1,Alzheimer Disease
MX1,Alzheimer Disease
NAP1L1,Alzheimer Disease
NEFH,Alzheimer Disease
NFIA,Alzheimer Disease
NFIB,Alzheimer Disease
NFIC,Alzheimer Disease
NFIX,Alzheimer Disease
NM,Alzheimer Disease
NPPA,Alzheimer Disease
NPPC,Alzheimer Disease
NRD1,Alzheimer Disease
NTS,Alzheimer Disease
OGDH,Alzheimer Disease
PCNA,Alzheimer Disease
PCYT1A,Alzheimer Disease
PGC,Alzheimer Disease
SERPINE2,Alzheimer Disease
PIK3C3,Alzheimer Disease
PIK3CB,Alzheimer Disease
PIK3CD,Alzheimer Disease
PIK3CG,Alzheimer Disease
PLCL1,Alzheimer Disease
PLD2,Alzheimer Disease
PML,Alzheimer Disease
PRRX1,Alzheimer Disease
PPT1,Alzheimer Disease
PRF1,Alzheimer Disease
PRL,Alzheimer Disease
MASP1,Alzheimer Disease
PSMD2,Alzheimer Disease
PSMD9,Alzheimer Disease
PTGDR,Alzheimer Disease
RB1,Alzheimer Disease
RBL2,Alzheimer Disease
RBMY1A1,Alzheimer Disease
RELA,Alzheimer Disease
ROCK1,Alzheimer Disease
RPS27,Alzheimer Disease
ATXN2,Alzheimer Disease
ATXN8OS,Alzheimer Disease
SCP2,Alzheimer Disease
SH3GL2,Alzheimer Disease
SHBG,Alzheimer Disease
SLC2A3,Alzheimer Disease
SLC5A5,Alzheimer Disease
SNAP25,Alzheimer Disease
SYN1,Alzheimer Disease
SYN2,Alzheimer Disease
SYT1,Alzheimer Disease
TAC1,Alzheimer Disease
TDO2,Alzheimer Disease
TFDP1,Alzheimer Disease
TFF1,Alzheimer Disease
TGM1,Alzheimer Disease
TH,Alzheimer Disease
THBS4,Alzheimer Disease
TLR2,Alzheimer Disease
TSPAN7,Alzheimer Disease
HSP90B2P,Alzheimer Disease
TTK,Alzheimer Disease
XK,Alzheimer Disease
XPNPEP1,Alzheimer Disease
REEP5,Alzheimer Disease
CP20,Alzheimer Disease
AIMP2,Alzheimer Disease
TFPI2,Alzheimer Disease
AAAS,Alzheimer Disease
PABPN1,Alzheimer Disease
FKBP6,Alzheimer Disease
IKBKAP,Alzheimer Disease
MADD,Alzheimer Disease
PABPC4,Alzheimer Disease
TNFRSF18,Alzheimer Disease
HCAR3,Alzheimer Disease
PER2,Alzheimer Disease
SYNJ1,Alzheimer Disease
